Sl. No,State,District,Assessment Unit  Name,Assessment Unit Type,Recharge Worthy Area(Ha),Total Annual  Ground Water (Ham) Recharge,Annual Extractable Ground Water Resource  (Ham),Total  Ground Water Extraction  (Ham),Stage of Ground Water  Extraction (%),Categorization
5674,UTTAR PRADESH,BALLIA,NEGARA,BLOCK,21378,10679.07,9611.17,6214.34,64.65747667,Safe
5675,UTTAR PRADESH,BALLIA,PANDAH,BLOCK,17247,6821.9,6139.71,3177.45,51.75244433,Safe
5676,UTTAR PRADESH,BALLIA,RASRA,BLOCK,20493,4875.58,4388.02,2997.29,68.30620644,Safe
5677,UTTAR PRADESH,BALLIA,REOTI,BLOCK,15123,4326.56,3893.9,1983.84,50.94737923,Safe
5678,UTTAR PRADESH,BALLIA,SIAR,BLOCK,22302,7781.97,7003.77,4540.25,64.82580096,Safe
5679,UTTAR PRADESH,BALLIA,SOHAON,BLOCK,15538,4704.86,4234.38,2752.25,64.99770923,Safe
5680,UTTAR PRADESH,BALRAMPUR,BALRAMPUR,BLOCK,48684,16169.34,14552.4,9126.42,62.71419147,Safe
5681,UTTAR PRADESH,BALRAMPUR,GAINDAS BUZURG,BLOCK,54500,12974.08,12325.37,6471.52,52.50568543,Safe
5682,UTTAR PRADESH,BALRAMPUR,GAINSARA,BLOCK,16782,6853.93,6511.24,3912.92,60.09485136,Safe
5683,UTTAR PRADESH,BALRAMPUR,HARRAIYA SATGHARWA,BLOCK,59923,14263.75,13550.56,7098.21,52.38314874,Safe
5684,UTTAR PRADESH,BALRAMPUR,PACHPERWA,BLOCK,48284,11683.63,11099.44,6230.81,56.13625552,Safe
5685,UTTAR PRADESH,BALRAMPUR,REHRA BAZAR,BLOCK,23709,7314.18,6582.76,4145.31,62.97221834,Safe
5686,UTTAR PRADESH,BALRAMPUR,SHRI DATT GANJ,BLOCK,19147,8286.74,7458.06,4504.04,60.39157636,Safe
5687,UTTAR PRADESH,BALRAMPUR,TULSIPUR,BLOCK,47761,13429.96,12758.46,7051.88,55.27218802,Safe
5688,UTTAR PRADESH,BALRAMPUR,UTRAULA,BLOCK,16067,7063.97,6357.57,3713.23,58.40643516,Safe
5689,UTTAR PRADESH,BANDA,BABERU,BLOCK,59041,12372.22,11135,8352.48,75.01104625,Semi Critical
5690,UTTAR PRADESH,BANDA,BAROKHAR,BLOCK,67162,9583.92,9104.72,5738.52,63.02796791,Safe
5691,UTTAR PRADESH,BANDA,BISANDA,BLOCK,47476,10649.03,9584.13,5390.72,56.24631552,Safe
5692,UTTAR PRADESH,BANDA,JASPURA,BLOCK,31796,5671.73,5104.56,3941.22,77.20978889,Semi Critical
5693,UTTAR PRADESH,BANDA,KAMASIN,BLOCK,50597,10139.64,9125.68,5790.21,63.44962786,Safe
5694,UTTAR PRADESH,BANDA,MAHUVA,BLOCK,50714,10283.67,9255.3,4660.73,50.35741683,Safe
5695,UTTAR PRADESH,BANDA,NARAINI,BLOCK,79583,4348.13,3913.32,2832.61,72.3838071,Semi Critical
5696,UTTAR PRADESH,BANDA,TINDWARI,BLOCK,54091,10252.78,9227.5,7282.85,78.92549445,Semi Critical
5697,UTTAR PRADESH,BARABANKI,BANI KODAR,BLOCK,28140,14658.9,13193.01,8847.47,67.06180015,Safe
5698,UTTAR PRADESH,BARABANKI,BANKI,BLOCK,22402,11258.88,10132.99,6017.65,59.38671606,Safe
5699,UTTAR PRADESH,BARABANKI,DARIYABAD,BLOCK,24908,15345.81,14578.52,8476.17,58.14149859,Safe
5700,UTTAR PRADESH,BARABANKI,DEWA,BLOCK,26125,17078.31,15370.48,9874.08,64.24054421,Safe
5701,UTTAR PRADESH,BARABANKI,FATEHPUR,BLOCK,29266,21993.9,19794.5,12783.61,64.58162621,Safe
5702,UTTAR PRADESH,BARABANKI,HAIDERGARH,BLOCK,31117,11520.53,10944.5,6356.29,58.07748184,Safe
5703,UTTAR PRADESH,BARABANKI,HARAK,BLOCK,22495,12519.07,11267.16,7742.5,68.71740527,Safe
5704,UTTAR PRADESH,BARABANKI,MASAULI,BLOCK,23260,10999.22,9899.29,6866.51,69.36366143,Safe
5705,UTTAR PRADESH,BARABANKI,NINDAURA,BLOCK,17862,15864.28,14277.85,8397.91,58.81774917,Safe
5706,UTTAR PRADESH,BARABANKI,PURE DALAI,BLOCK,28880,9995.12,8995.61,5425.68,60.31475353,Safe
5707,UTTAR PRADESH,BARABANKI,RAMNAGAR,BLOCK,22942,13523.58,12171.22,7577.94,62.26113734,Safe
5708,UTTAR PRADESH,BARABANKI,SIDDHAUR,BLOCK,27246,15515.78,13964.2,7948.24,56.91869208,Safe
5709,UTTAR PRADESH,BARABANKI,SIRAULI GAUSPUR,BLOCK,26490,13502.21,12151.99,6870.06,56.53444415,Safe
5710,UTTAR PRADESH,BARABANKI,SURATGANJ,BLOCK,20359,10186.25,9167.63,5905.57,64.41763029,Safe
5711,UTTAR PRADESH,BARABANKI,TRIVEDIGANJ,BLOCK,37640,16544.8,14890.32,9375.64,62.96466429,Safe
5712,UTTAR PRADESH,BAREILLY,ALAMPUR JAFARABAD,BLOCK,20268,5519.11,4967.2,4908.32,98.81462393,Critical
5713,UTTAR PRADESH,BAREILLY,BAHERI,BLOCK,39214,13649.97,12967.47,8333.32,64.26326801,Safe
5714,UTTAR PRADESH,BAREILLY,BHADPURA,BLOCK,23563,7513.7,6762.33,4569.94,67.57936983,Safe
5715,UTTAR PRADESH,BAREILLY,BHOJPURA,BLOCK,31188,9063.97,8157.57,5522.81,67.70165625,Safe
5716,UTTAR PRADESH,BAREILLY,BHUTAH,BLOCK,37531,9768.99,8792.09,5954.86,67.72974344,Safe
5717,UTTAR PRADESH,BAREILLY,BITHERI CHAINPUR,BLOCK,22890,8462.94,7616.65,5139.77,67.48071659,Safe
5718,UTTAR PRADESH,BAREILLY,FARIDPUR,BLOCK,32813,9802.66,9312.53,6038.36,64.84124078,Safe
5719,UTTAR PRADESH,BAREILLY,FATEHGANJ,BLOCK,17508,6341.22,5707.1,4813.21,84.33722907,Semi Critical
5720,UTTAR PRADESH,BAREILLY,KYARA,BLOCK,27803,6160.53,5544.48,3684.78,66.45853173,Safe
5721,UTTAR PRADESH,BAREILLY,MAJHGAWA,BLOCK,17201,4410.99,3969.89,3467.73,87.35078302,Semi Critical
5722,UTTAR PRADESH,BAREILLY,MEERGANJ,BLOCK,21167,5516.87,4965.18,3298.91,66.44089439,Safe
5723,UTTAR PRADESH,BAREILLY,NAWABGANJ,BLOCK,34509,10832.21,10290.6,6100.42,59.28148019,Safe
5724,UTTAR PRADESH,BAREILLY,RAMNAGAR,BLOCK,19306,5669.53,5102.58,4545.19,89.07631042,Semi Critical
5725,UTTAR PRADESH,BAREILLY,RICHHA,BLOCK,26620,10972.9,9875.61,6880.15,69.66810151,Safe
5726,UTTAR PRADESH,BAREILLY,SHERGARH,BLOCK,27136,8823.57,7941.21,5303.89,66.78944393,Safe
5727,UTTAR PRADESH,BAREILLY,BAREILLY CITY,BLOCK,13283,2519.8,2267.82,4203.88,185.370973,Over Exploited
5728,UTTAR PRADESH,BASTI,BAHADURPUR,BLOCK,22910,7206.56,6485.9,4451.75,68.63735179,Safe
5729,UTTAR PRADESH,BASTI,BANKATI,BLOCK,18581,5234.01,4710.6,3073.19,65.23988452,Safe
5730,UTTAR PRADESH,BASTI,BASTI SADAR,BLOCK,21026,6080.82,5472.74,3665.96,66.98582429,Safe
5731,UTTAR PRADESH,BASTI,DUBAULIYA,BLOCK,13632,3884.54,3496.09,2385.75,68.24052012,Safe
5732,UTTAR PRADESH,BASTI,GAUR,BLOCK,23946,6682.91,6014.62,3655.38,60.7749118,Safe
5733,UTTAR PRADESH,BASTI,HARRAIYA,BLOCK,23105,6602.26,5942.03,3873.21,65.18327912,Safe
5734,UTTAR PRADESH,BASTI,KAPTANGANJ,BLOCK,23505,5776.38,5487.56,3658.69,66.67243729,Safe
5735,UTTAR PRADESH,BASTI,KUDRAHA,BLOCK,13610,3832.26,3449.03,2341.52,67.88923262,Safe
5736,UTTAR PRADESH,BASTI,PARASRAMPUR,BLOCK,21241,5935.81,5342.22,3394.51,63.541187,Safe
5737,UTTAR PRADESH,BASTI,RAMNAGAR,BLOCK,23480,6778.03,6100.23,4041.36,66.24930535,Safe
5738,UTTAR PRADESH,BASTI,RUDHAULI,BLOCK,11587,3306.87,2976.18,2061.13,69.25421177,Safe
5739,UTTAR PRADESH,BASTI,SALATUA,BLOCK,21690,6137.41,5523.67,3646.1,66.00865005,Safe
5740,UTTAR PRADESH,BASTI,SAUGHAT,BLOCK,19061,5621.1,5058.99,3502.9,69.24109358,Safe
5741,UTTAR PRADESH,BASTI,VIKRAMJOT,BLOCK,36433,10374.85,9337.36,5580.79,59.76839278,Safe
5742,UTTAR PRADESH,BIJNOR,AFZALGARH,BLOCK,55573,16143.88,14529.5,10019.83,68.96197392,Safe
5743,UTTAR PRADESH,BIJNOR,DHANPUR (ALHEPUR),BLOCK,31934,9169.02,8252.12,5572.2,67.52446644,Safe
5744,UTTAR PRADESH,BIJNOR,HALDAUR (KHARI JHALU),BLOCK,42710,15473.35,13926.02,8772.64,62.99459573,Safe
5745,UTTAR PRADESH,BIJNOR,JALEELPUR,BLOCK,38108,13118.35,11806.52,11051.68,93.60658348,Critical
5746,UTTAR PRADESH,BIJNOR,KIRATPUR,BLOCK,27536,9921.85,8929.66,5599.25,62.70395513,Safe
5747,UTTAR PRADESH,BIJNOR,KOTWALI,BLOCK,57427,22927.38,20634.64,14359.07,69.58720869,Safe
5748,UTTAR PRADESH,BIJNOR,MOHAMMADPUR DEOMAL,BLOCK,50283,16340.93,14706.84,8726.84,59.33864787,Safe
5749,UTTAR PRADESH,BIJNOR,NAJIBABAD,BLOCK,72875,17049.23,16196.77,10332.22,63.7918548,Safe
5750,UTTAR PRADESH,BIJNOR,NEHTAUR (AAKU),BLOCK,23078,7618.07,7237.17,5190.15,71.71518701,Semi Critical
5751,UTTAR PRADESH,BIJNOR,NOORPUR,BLOCK,33226,10770.4,9693.36,8410.16,86.76207218,Semi Critical
5752,UTTAR PRADESH,BIJNOR,SEOHARA (BUDHANPUR),BLOCK,26153,10229.44,9206.49,7059.64,76.68112386,Semi Critical
5753,UTTAR PRADESH,BUDAUN,AMBIAPUR,BLOCK,29828,5064.56,4811.33,5249.65,109.1101629,Over Exploited
5754,UTTAR PRADESH,BUDAUN,ASAFPUR,BLOCK,23797,5208.95,4688.05,4532.99,96.69244142,Critical
5755,UTTAR PRADESH,BUDAUN,BISAULI,BLOCK,25105,5335.33,4801.8,4385.86,91.33783165,Critical
5756,UTTAR PRADESH,BUDAUN,DAHGAWAN,BLOCK,35109,6815.11,6133.59,3780.72,61.63959443,Safe
5757,UTTAR PRADESH,BUDAUN,DATAGANJ,BLOCK,25289,4912.79,4421.51,2634.15,59.57580103,Safe
5758,UTTAR PRADESH,BUDAUN,ISLAMNAGAR,BLOCK,22374,5182.86,4664.57,5742.51,123.1090969,Over Exploited
5759,UTTAR PRADESH,BUDAUN,JAGAT,BLOCK,28261,4946.08,4698.78,3806.87,81.01826432,Semi Critical
5760,UTTAR PRADESH,BUDAUN,MIAON,BLOCK,29207,5746.2,5458.89,4691.94,85.95044047,Semi Critical
5761,UTTAR PRADESH,BUDAUN,QUADAR CHOWK,BLOCK,28677,5572.99,5294.34,4546.61,85.87680429,Semi Critical
5762,UTTAR PRADESH,BUDAUN,SAHASWAN,BLOCK,41846,8576.82,7719.14,6461.29,83.70479095,Semi Critical
5763,UTTAR PRADESH,BUDAUN,SALARPUR,BLOCK,24633,4359.75,4141.76,2994.7,72.30501043,Semi Critical
5764,UTTAR PRADESH,BUDAUN,SAMRER,BLOCK,21567,4445.52,4223.24,2887.81,68.37901706,Safe
5765,UTTAR PRADESH,BUDAUN,UJHANI,BLOCK,35881,7148.24,6433.41,5282.43,82.10933238,Semi Critical
5766,UTTAR PRADESH,BUDAUN,USAWAN,BLOCK,31858,5798.59,5508.66,3660.09,66.44247421,Safe
5767,UTTAR PRADESH,BUDAUN,WAZIRGANJ,BLOCK,20356,3317.39,3151.52,2533.05,80.37550135,Semi Critical
5768,UTTAR PRADESH,BULANDSHAHAR,AGAUTA,BLOCK,15246,9976,8978.4,6081.38,67.73344917,Safe
5769,UTTAR PRADESH,BULANDSHAHAR,ANUP SHAHAR,BLOCK,27892,11152.19,10036.97,8151.53,81.21504797,Semi Critical
5770,UTTAR PRADESH,BULANDSHAHAR,ARNIA KHURD,BLOCK,24476,9016.55,8565.73,8030.62,93.75289672,Critical
5771,UTTAR PRADESH,BULANDSHAHAR,BHAWAN BAHADUR NAGAR,BLOCK,15374,6887.89,6543.49,6547.4,100.059754,Over Exploited
5772,UTTAR PRADESH,BULANDSHAHAR,BULANDSHAHAR,BLOCK,17000,7634.9,6871.41,8937.57,130.0689378,Over Exploited
5773,UTTAR PRADESH,BULANDSHAHAR,DANPUR,BLOCK,22185,9019.03,8117.12,8107.77,99.88481136,Critical
5774,UTTAR PRADESH,BULANDSHAHAR,DEBAI,BLOCK,23440,7850.76,7065.68,6092.96,86.23317218,Semi Critical
5775,UTTAR PRADESH,BULANDSHAHAR,GULAOTHI,BLOCK,11943,5974.8,5377.32,6843.85,127.2725075,Over Exploited
5776,UTTAR PRADESH,BULANDSHAHAR,JAHANGIRABAD,BLOCK,27491,12919.45,12273.47,11040.99,89.95817809,Semi Critical
5777,UTTAR PRADESH,BULANDSHAHAR,KHURJA,BLOCK,34326,9743.7,9256.52,8981.93,97.03355041,Critical
5778,UTTAR PRADESH,BULANDSHAHAR,LAKHAOTHI,BLOCK,19420,8886.15,7997.53,6363.99,79.57444361,Semi Critical
5779,UTTAR PRADESH,BULANDSHAHAR,PAHASU,BLOCK,27574,19810.31,17829.28,13891.89,77.91615814,Semi Critical
5780,UTTAR PRADESH,BULANDSHAHAR,SHIKARPUR,BLOCK,26610,12305.9,11690.61,11243.21,96.17299696,Critical
5781,UTTAR PRADESH,BULANDSHAHAR,SIANA,BLOCK,17375,8855.79,7970.21,8248.84,103.4958928,Over Exploited
5782,UTTAR PRADESH,BULANDSHAHAR,SIKANDRABAD,BLOCK,35758,12175.7,11566.91,14498.95,125.3485157,Over Exploited
5783,UTTAR PRADESH,BULANDSHAHAR,UNCHAGAON,BLOCK,14837,5836.41,5252.77,5038.61,95.92291305,Critical
5784,UTTAR PRADESH,CHANDAULI,BARAHANI,BLOCK,27170,8917.9,8026.11,3924.18,48.89267653,Safe
5785,UTTAR PRADESH,CHANDAULI,CHAHNIYA,BLOCK,22731,6801.94,6121.75,3279.21,53.56654551,Safe
5786,UTTAR PRADESH,CHANDAULI,CHAKIA,BLOCK,20724,5170.58,4653.52,3306.81,71.06040159,Semi Critical
5787,UTTAR PRADESH,CHANDAULI,CHANDAULI,BLOCK,18581,8084.33,7275.9,4464.55,61.36079385,Safe
5788,UTTAR PRADESH,CHANDAULI,DHANAPUR,BLOCK,23248,7926.12,7133.51,4130.72,57.9058556,Safe
5789,UTTAR PRADESH,CHANDAULI,NAUGARH,BLOCK,21119,2454.71,2209.24,1375.89,62.27888324,Safe
5790,UTTAR PRADESH,CHANDAULI,NIYAMATABAD,BLOCK,16437,5961.62,5663.53,3384.26,59.75531162,Safe
5791,UTTAR PRADESH,CHANDAULI,SAKALDIHA,BLOCK,22150,7603,6842.7,3506.35,51.24219972,Safe
5792,UTTAR PRADESH,CHANDAULI,SHAHABGANJ,BLOCK,16209,3884.02,3495.61,2206.41,63.11945555,Safe
5793,UTTAR PRADESH,CHITRAKOOT,KARWI,BLOCK,55401,11233.97,10672.27,10547.24,98.82845918,Critical
5794,UTTAR PRADESH,CHITRAKOOT,MANIKPUR,BLOCK,104184,9924.42,8931.98,5361.61,60.02711605,Safe
5795,UTTAR PRADESH,CHITRAKOOT,MAU,BLOCK,48583,8891.57,8002.41,6721.44,83.9926972,Semi Critical
5796,UTTAR PRADESH,CHITRAKOOT,PAHARI,BLOCK,58483,10308.81,9277.93,7810.7,84.18580438,Semi Critical
5797,UTTAR PRADESH,CHITRAKOOT,RAMNAGAR,BLOCK,34014,3513.97,3162.57,2728.5,86.2747702,Semi Critical
5798,UTTAR PRADESH,DEORIA,BANKATA,BLOCK,14029,7481.57,6733.42,4335.68,64.39045834,Safe
5799,UTTAR PRADESH,DEORIA,BARHAJ,BLOCK,16741,8180.1,7362.09,5124.81,69.61080345,Safe
5800,UTTAR PRADESH,DEORIA,BETALPUR,BLOCK,16139,9774.37,9285.65,5480.1,59.01687012,Safe
5801,UTTAR PRADESH,DEORIA,BHAGALPUR,BLOCK,14677,8142.81,7328.53,4838.91,66.02838496,Safe
5802,UTTAR PRADESH,DEORIA,BHALUANI,BLOCK,20464,8827.83,7945.05,5230.41,65.83231068,Safe
5803,UTTAR PRADESH,DEORIA,BHATNI,BLOCK,14678,7548.89,6794,4382.5,64.50544598,Safe
5804,UTTAR PRADESH,DEORIA,BHATPARANI,BLOCK,13491,8090.96,7281.86,4542.01,62.37431096,Safe
5805,UTTAR PRADESH,DEORIA,DEORIA SADAR,BLOCK,18885,11591.35,10432.21,6411.75,61.46109022,Safe
5806,UTTAR PRADESH,DEORIA,DESAHI DEORIA,BLOCK,11076,10074.27,9066.84,5433.33,59.92528819,Safe
5807,UTTAR PRADESH,DEORIA,GAURI BAZAR,BLOCK,16917,8839.57,7955.61,4934.34,62.02340235,Safe
5808,UTTAR PRADESH,DEORIA,LAR,BLOCK,18903,12055.01,10849.51,6562.43,60.48595743,Safe
5809,UTTAR PRADESH,DEORIA,PATHER DEWA,BLOCK,15857,9372.12,8903.51,5329.64,59.8599878,Safe
5810,UTTAR PRADESH,DEORIA,RAMPUR KARHANI,BLOCK,13397,8318.44,7902.51,4672.42,59.12577143,Safe
5811,UTTAR PRADESH,DEORIA,RUDRAPUR,BLOCK,21178,11473.07,10325.76,7129.67,69.04741152,Safe
5812,UTTAR PRADESH,DEORIA,SALEMPUR,BLOCK,17593,10454.17,9408.75,5426.21,57.6719543,Safe
5813,UTTAR PRADESH,DEORIA,TARKULWA,BLOCK,9775,6938.58,6591.65,3884.02,58.92333483,Safe
5814,UTTAR PRADESH,ETAH,ALIGANJ,BLOCK,33984,10524.36,9998.14,8140.45,81.41964405,Semi Critical
5815,UTTAR PRADESH,ETAH,AWAGARH,BLOCK,29063,12154.12,10938.71,6938.36,63.42941718,Safe
5816,UTTAR PRADESH,ETAH,JAITHARA,BLOCK,30806,9525.84,8573.26,6042.4,70.47960752,Semi Critical
5817,UTTAR PRADESH,ETAH,JALESAR,BLOCK,24046,7104.24,6393.82,5116.78,80.02696354,Semi Critical
5818,UTTAR PRADESH,ETAH,MARHARA,BLOCK,19504,6924.29,6231.86,3888.96,62.40448277,Safe
5819,UTTAR PRADESH,ETAH,NIDHAULI KALAN,BLOCK,34678,14521.96,13069.76,9933.45,76.0033084,Semi Critical
5820,UTTAR PRADESH,ETAH,SAKIT,BLOCK,38340,11658.53,10492.68,7100.22,67.66831734,Safe
5821,UTTAR PRADESH,ETAH,SHITALPUR,BLOCK,32336,14156.34,12740.71,9801.33,76.92922922,Semi Critical
5822,UTTAR PRADESH,ETAWAH,BARAHPURA,BLOCK,39194,8124.87,7312.38,4796.99,65.60093978,Safe
5823,UTTAR PRADESH,ETAWAH,BASREHAR,BLOCK,27771,11630.99,10467.89,5895.86,56.3232896,Safe
5824,UTTAR PRADESH,ETAWAH,BHARTHNA,BLOCK,27558,11458.22,10312.4,5090.67,49.36455141,Safe
5825,UTTAR PRADESH,ETAWAH,CHAKARANAGAR,BLOCK,38148,5028.43,4777.01,2501.82,52.37209049,Safe
5826,UTTAR PRADESH,ETAWAH,JASWANTNAGAR,BLOCK,26300,6456.58,6133.76,3511.39,57.24694152,Safe
5827,UTTAR PRADESH,ETAWAH,MAHEWA,BLOCK,32597,13120.73,11808.65,5415.54,45.86078849,Safe
5828,UTTAR PRADESH,ETAWAH,SEFAI,BLOCK,20880,7681.42,6913.28,2981.85,43.13220353,Safe
5829,UTTAR PRADESH,ETAWAH,TAKHA,BLOCK,27853,7756.11,6980.5,3729.6,53.42883748,Safe
5830,UTTAR PRADESH,FARRUKHABAD,BARHPUR,BLOCK,16425,3761.23,3385.1,2857.01,84.39957461,Semi Critical
5831,UTTAR PRADESH,FARRUKHABAD,KAIMGANJ,BLOCK,34723,9396.94,8927.09,5956.57,66.72465495,Safe
5832,UTTAR PRADESH,FARRUKHABAD,KAMALGANJ,BLOCK,31457,6182.13,5563.92,4506.88,81.00188356,Semi Critical
5833,UTTAR PRADESH,FARRUKHABAD,MOHAMADABAD,BLOCK,41006,7319.85,6953.86,5733.89,82.45621856,Semi Critical
5834,UTTAR PRADESH,FARRUKHABAD,NAWABGANJ,BLOCK,25353,6963.81,6267.43,5168.79,82.47064586,Semi Critical
5835,UTTAR PRADESH,FARRUKHABAD,RAJEPUR,BLOCK,41171,5285.19,4756.67,3029.79,63.69561058,Safe
5836,UTTAR PRADESH,FARRUKHABAD,SHAMSABAD,BLOCK,30488,8155.45,7747.68,5115.98,66.03241228,Safe
5837,UTTAR PRADESH,FATEHPUR,AIRAYA,BLOCK,32066,5689.38,5120.44,4005.38,78.22335581,Semi Critical
5838,UTTAR PRADESH,FATEHPUR,AMAULI,BLOCK,34959,5639.13,5357.17,4002.01,74.70380817,Semi Critical
5839,UTTAR PRADESH,FATEHPUR,ASODHAR,BLOCK,41391,11694.34,10524.9,6461.14,61.38908683,Safe
5840,UTTAR PRADESH,FATEHPUR,BAHUA,BLOCK,28037,9240.3,8316.27,5685.31,68.36370152,Safe
5841,UTTAR PRADESH,FATEHPUR,BHITAURA,BLOCK,34418,12819.08,11537.17,13886.65,120.3644395,Over Exploited
5842,UTTAR PRADESH,FATEHPUR,DEOMAI,BLOCK,26880,7712.03,7326.43,5117.89,69.85516821,Safe
5843,UTTAR PRADESH,FATEHPUR,DHATA,BLOCK,28980,8551.31,7696.18,5166.9,67.13590379,Safe
5844,UTTAR PRADESH,FATEHPUR,HASWA,BLOCK,27499,8082.36,7274.12,5003.3,68.78220321,Safe
5845,UTTAR PRADESH,FATEHPUR,HATHGAON,BLOCK,38185,9440.36,8496.32,5606.8,65.99092313,Safe
5846,UTTAR PRADESH,FATEHPUR,KHAJUHA,BLOCK,33248,9588.8,9109.36,7145.71,78.44360087,Semi Critical
5847,UTTAR PRADESH,FATEHPUR,MALAWAN,BLOCK,39711,10586.04,10056.74,6895.69,68.56784604,Safe
5848,UTTAR PRADESH,FATEHPUR,TELYANI,BLOCK,23770,8057.1,7251.39,5420.9,74.75670182,Semi Critical
5849,UTTAR PRADESH,FATEHPUR,VIJAYIPUR,BLOCK,36111,9484.7,8536.23,5648.55,66.1714832,Safe
5850,UTTAR PRADESH,FIROZABAD,ARON,BLOCK,20261,6445.75,5801.18,5375.38,92.66011398,Critical
5851,UTTAR PRADESH,FIROZABAD,EKA,BLOCK,36151,14338.26,12904.44,9624.08,74.57960206,Semi Critical
5852,UTTAR PRADESH,FIROZABAD,FIROZABAD,BLOCK,26686,5376.21,4838.58,7985.43,165.036643,Over Exploited
5853,UTTAR PRADESH,FIROZABAD,KHAIRGARH(HATHWANT),BLOCK,24172,7309.41,6578.47,7954.11,120.9112453,Over Exploited
5854,UTTAR PRADESH,FIROZABAD,JASRANA,BLOCK,22984,10974.11,9876.7,7952.63,80.51910051,Semi Critical
5855,UTTAR PRADESH,FIROZABAD,MADANPUR,BLOCK,30057,13152.88,11837.59,9198.54,77.70618851,Semi Critical
5856,UTTAR PRADESH,FIROZABAD,NARKHI,BLOCK,25393,7275.83,6548.24,9226.97,140.9076332,Over Exploited
5857,UTTAR PRADESH,FIROZABAD,SHIKOHABAD,BLOCK,24182,6861.35,6175.22,10063.46,162.9652061,Over Exploited
5858,UTTAR PRADESH,FIROZABAD,TUNDLA,BLOCK,32067,8822.65,7940.38,9434.15,118.8123238,Over Exploited
5859,UTTAR PRADESH,G.B.NAGAR,BISRAKH,BLOCK,33225,13104.64,11794.18,16797.27,142.4199902,Over Exploited
5860,UTTAR PRADESH,G.B.NAGAR,DADRI,BLOCK,47382,11162.15,10045.93,8891.95,88.51295997,Semi Critical
5861,UTTAR PRADESH,G.B.NAGAR,JEWAR,BLOCK,63666,25359.86,22823.87,22128.49,96.95327742,Critical
5862,UTTAR PRADESH,GHAZIABAD,BHOJPUR,BLOCK,26407,9489.63,8540.67,11516.64,134.8446902,Over Exploited
5863,UTTAR PRADESH,GHAZIABAD,LONI,BLOCK,27211,7904.31,7113.88,9813.99,137.9555179,Over Exploited
5864,UTTAR PRADESH,GHAZIABAD,MURADNAGAR,BLOCK,22816,13848.18,12463.37,10400.57,83.44909924,Semi Critical
5865,UTTAR PRADESH,GHAZIABAD,RAZAPUR,BLOCK,19480,8564.87,7708.38,9383.47,121.7307657,Over Exploited
5866,UTTAR PRADESH,GHAZIABAD,GAZIABAD CITY,BLOCK,21000,3015.14,2713.62,6691.11,246.5750547,Over Exploited
5867,UTTAR PRADESH,GHAZIPUR,BHADAURA,BLOCK,20923,7938.81,7144.93,2916.16,40.81439566,Safe
5868,UTTAR PRADESH,GHAZIPUR,BHANWARKOL,BLOCK,25123,5559.92,5003.92,3411.86,68.18374394,Safe
5869,UTTAR PRADESH,GHAZIPUR,BIRNO,BLOCK,15407,5429.51,4886.56,3143.11,64.3215268,Safe
5870,UTTAR PRADESH,GHAZIPUR,DEOKALI,BLOCK,22119,7692.68,6923.41,4373.07,63.1635278,Safe
5871,UTTAR PRADESH,GHAZIPUR,GHAZIPUR,BLOCK,15939,4349.45,3914.5,2324.32,59.37718738,Safe
5872,UTTAR PRADESH,GHAZIPUR,JAKHANIA,BLOCK,20363,5622.35,5060.12,2890.04,57.11406054,Safe
5873,UTTAR PRADESH,GHAZIPUR,KARANDA,BLOCK,15437,4188.52,3769.66,2458.91,65.22895964,Safe
5874,UTTAR PRADESH,GHAZIPUR,KASIMABAD,BLOCK,22778,6030.86,5427.77,3093.27,56.98970295,Safe
5875,UTTAR PRADESH,GHAZIPUR,MANIHARI,BLOCK,22400,9655.91,8690.32,5963.95,68.62750739,Safe
5876,UTTAR PRADESH,GHAZIPUR,MARADH,BLOCK,18490,5326.53,4793.88,3227.66,67.32876084,Safe
5877,UTTAR PRADESH,GHAZIPUR,MOHAMMADABAD,BLOCK,17373,3796.77,3417.09,2377.93,69.58932893,Safe
5878,UTTAR PRADESH,GHAZIPUR,REVATIPUR,BLOCK,22713,7451.53,6706.38,3861.59,57.58084093,Safe
5879,UTTAR PRADESH,GHAZIPUR,SADAT,BLOCK,22199,8403.41,7983.24,4186.11,52.4362289,Safe
5880,UTTAR PRADESH,GHAZIPUR,SAIDPUR,BLOCK,21850,7185.54,6826.26,5249.98,76.90858537,Semi Critical
5881,UTTAR PRADESH,GHAZIPUR,VARACHAKWAR,BLOCK,19920,7294.36,6564.92,4325.27,65.88458047,Safe
5882,UTTAR PRADESH,GHAZIPUR,ZAMANIA,BLOCK,27018,9490.72,8541.65,2500.29,29.27174492,Safe
5883,UTTAR PRADESH,GONDA,BABHANJOT,BLOCK,22466,5759.06,5471.1,3511.87,64.1894683,Safe
5884,UTTAR PRADESH,GONDA,BELSAR,BLOCK,28434,6749.12,6411.66,4122.12,64.29099484,Safe
5885,UTTAR PRADESH,GONDA,CHHAPIA,BLOCK,20762,6552.11,6224.5,3816.72,61.3176962,Safe
5886,UTTAR PRADESH,GONDA,COLONELGANJ,BLOCK,22190,5343.76,5076.57,2979.54,58.69199085,Safe
5887,UTTAR PRADESH,GONDA,HALDHARMAU,BLOCK,17643,4834.84,4593.1,2769.51,60.29718491,Safe
5888,UTTAR PRADESH,GONDA,ITIA THOK,BLOCK,25062,10391.46,9352.31,5606.62,59.94903933,Safe
