Sl. No,State,District,Assessment Unit  Name,Assessment Unit Type,Recharge Worthy Area(Ha),Total Annual  Ground Water (Ham) Recharge,Annual Extractable Ground Water Resource  (Ham),Total  Ground Water Extraction  (Ham),Stage of Ground Water  Extraction (%),Categorization
5889,UTTAR PRADESH,GONDA,JHANJHRI,BLOCK,23673,7871.24,7084.12,4621.55,65.23816649,Safe
5890,UTTAR PRADESH,GONDA,KATRA BAZAR,BLOCK,25972,6911.79,6566.2,3923.23,59.7488654,Safe
5891,UTTAR PRADESH,GONDA,MANKAPUR,BLOCK,29272,9538.33,8584.5,5005.3,58.30624964,Safe
5892,UTTAR PRADESH,GONDA,MUJHANA,BLOCK,23085,8558.72,7702.84,4657.59,60.46588012,Safe
5893,UTTAR PRADESH,GONDA,NAWABGANJ,BLOCK,32748,9333.78,8400.4,4775.38,56.8470549,Safe
5894,UTTAR PRADESH,GONDA,PANDRI KRIPAL,BLOCK,14383,6037.73,5433.96,3477.74,64.00010306,Safe
5895,UTTAR PRADESH,GONDA,PARASPUR,BLOCK,34920,8158.88,7750.94,5050,65.15338785,Safe
5896,UTTAR PRADESH,GONDA,RUPAIDIHA,BLOCK,29282,11616.96,10455.27,6276.1,60.02810066,Safe
5897,UTTAR PRADESH,GONDA,TARABGANJ,BLOCK,27766,8492.39,8067.77,4832.2,59.89511352,Safe
5898,UTTAR PRADESH,GONDA,WAZIRGANJ,BLOCK,21951,6102.52,5797.4,3813.26,65.77534757,Safe
5899,UTTAR PRADESH,GORAKHPUR,BANSGAON,BLOCK,15418,8738.76,7864.88,4439.27,56.44421784,Safe
5900,UTTAR PRADESH,GORAKHPUR,BARAHALGANJ,BLOCK,21363,11418.28,10276.45,6696.13,65.1599531,Safe
5901,UTTAR PRADESH,GORAKHPUR,BELGHAT,BLOCK,22340,10923.9,9831.51,6463.28,65.74046103,Safe
5902,UTTAR PRADESH,GORAKHPUR,BHATAHAT,BLOCK,15457,8731.07,8294.52,5402.44,65.13264179,Safe
5903,UTTAR PRADESH,GORAKHPUR,BRAHMPUR,BLOCK,17955,11157.53,10041.77,6239.48,62.13526101,Safe
5904,UTTAR PRADESH,GORAKHPUR,CAMPIERGANJ,BLOCK,19887,9889.82,8900.84,6177.87,69.40771882,Safe
5905,UTTAR PRADESH,GORAKHPUR,CHIRGAWAN,BLOCK,14070,6937.55,6243.79,3972.48,63.62289571,Safe
5906,UTTAR PRADESH,GORAKHPUR,GAGAHA,BLOCK,15357,7725.96,6953.36,4796.31,68.97830689,Safe
5907,UTTAR PRADESH,GORAKHPUR,GOLA,BLOCK,14229,9279.93,8815.93,5594.44,63.45830786,Safe
5908,UTTAR PRADESH,GORAKHPUR,JANGAL KAUDIA,BLOCK,11680,8116.32,7304.69,3939.35,53.92905106,Safe
5909,UTTAR PRADESH,GORAKHPUR,KAURIRAM,BLOCK,16138,7584.23,6825.81,4612,67.56707263,Safe
5910,UTTAR PRADESH,GORAKHPUR,KHAJNI,BLOCK,16575,8688.12,8253.71,4961.99,60.11829832,Safe
5911,UTTAR PRADESH,GORAKHPUR,KHORABAR,BLOCK,16061,8572.8,7715.52,5042.38,65.35372859,Safe
5912,UTTAR PRADESH,GORAKHPUR,PALI,BLOCK,17174,9242.12,8317.91,4883.67,58.71270548,Safe
5913,UTTAR PRADESH,GORAKHPUR,PIPRAICH,BLOCK,14853,10369.54,9851.06,6066.32,61.58037815,Safe
5914,UTTAR PRADESH,GORAKHPUR,PIPRAULI,BLOCK,15083,6980.63,6282.57,4178.39,66.50765531,Safe
5915,UTTAR PRADESH,GORAKHPUR,SAHJANWA,BLOCK,14601,7437.28,7065.42,4769.84,67.50964557,Safe
5916,UTTAR PRADESH,GORAKHPUR,SARDAR NAGAR,BLOCK,13262,9110.02,8199.02,5338.63,65.1130257,Safe
5917,UTTAR PRADESH,GORAKHPUR,URUA,BLOCK,18111,8434.91,7591.42,4918.12,64.78524439,Safe
5918,UTTAR PRADESH,GORAKHPUR,BHAROHIYA,BLOCK,11473,4639.84,4407.84,2932.19,66.52215144,Safe
5919,UTTAR PRADESH,HAMIRPUR,GOHAND,BLOCK,50714,5610.03,5049.02,3958.13,78.39402498,Semi Critical
5920,UTTAR PRADESH,HAMIRPUR,KURARA,BLOCK,43214,5142.78,4885.64,2747.22,56.23050409,Safe
5921,UTTAR PRADESH,HAMIRPUR,MAUDAHA,BLOCK,65136,8304.44,7473.99,4147.19,55.48830009,Safe
5922,UTTAR PRADESH,HAMIRPUR,MUSKARA,BLOCK,51398,5091.54,4582.38,3006.18,65.60302725,Safe
5923,UTTAR PRADESH,HAMIRPUR,RATH,BLOCK,45013,7196.23,6476.61,4464.37,68.93065971,Safe
5924,UTTAR PRADESH,HAMIRPUR,SARILA,BLOCK,67068,6155.72,5540.15,3825.04,69.04217395,Safe
5925,UTTAR PRADESH,HAMIRPUR,SUMERPUR,BLOCK,58997,8153.86,7338.47,5689.23,77.52610558,Semi Critical
5926,UTTAR PRADESH,HAPUR,DHOLANA,BLOCK,23801,9805.48,8824.93,7656.69,86.76204797,Semi Critical
5927,UTTAR PRADESH,HAPUR,GARH,BLOCK,34625,18314.82,17399.08,17172.61,98.69837945,Critical
5928,UTTAR PRADESH,HAPUR,HAPUR,BLOCK,33045,9333.84,8867.14,8599.27,96.97907104,Critical
5929,UTTAR PRADESH,HAPUR,SIMBHOLI,BLOCK,23010,12827.65,11544.88,11216.3,97.15388986,Critical
5930,UTTAR PRADESH,HARDOI,AHIRORI,BLOCK,37090,12516.4,11264.75,6923.14,61.45844337,Safe
5931,UTTAR PRADESH,HARDOI,BAWAN,BLOCK,35760,11114.87,10003.38,6240.57,62.384614,Safe
5932,UTTAR PRADESH,HARDOI,BHARAWAN,BLOCK,29950,7794.38,7014.94,3628.12,51.71990067,Safe
5933,UTTAR PRADESH,HARDOI,BHARKHANI,BLOCK,41406,9505.13,8554.62,4178.18,48.84121095,Safe
5934,UTTAR PRADESH,HARDOI,BHENDER KALAN,BLOCK,27220,8728.54,7855.69,5188.04,66.04181173,Safe
5935,UTTAR PRADESH,HARDOI,BILGRAM,BLOCK,35098,9855.3,8869.77,5659.71,63.80898265,Safe
5936,UTTAR PRADESH,HARDOI,HARIYAWAN,BLOCK,28740,10490.68,9441.61,4887.87,51.76945457,Safe
5937,UTTAR PRADESH,HARDOI,HARPALPUR,BLOCK,32030,6824.7,6142.23,3554.4,57.86823352,Safe
5938,UTTAR PRADESH,HARDOI,KACHHAUNA,BLOCK,25130,7021.48,6319.33,3842.39,60.80375609,Safe
5939,UTTAR PRADESH,HARDOI,KOTHAWAN,BLOCK,30130,9068.71,8615.27,5095.72,59.14753687,Safe
5940,UTTAR PRADESH,HARDOI,MADHAVGANJ,BLOCK,30509,8398.01,7558.2,4431.19,58.62758329,Safe
5941,UTTAR PRADESH,HARDOI,MALLAWAN,BLOCK,21820,7061.28,6355.15,3664.54,57.66252567,Safe
5942,UTTAR PRADESH,HARDOI,PIHANI,BLOCK,33490,12279.4,11051.46,7509.08,67.94649757,Safe
5943,UTTAR PRADESH,HARDOI,SANDI,BLOCK,30307,6697.65,6362.77,4224.19,66.38916698,Safe
5944,UTTAR PRADESH,HARDOI,SANDILA,BLOCK,30203,8174.49,7765.76,5306.1,68.32686047,Safe
5945,UTTAR PRADESH,HARDOI,SHAHABAD,BLOCK,32580,11705.27,10534.74,7043.65,66.86116601,Safe
5946,UTTAR PRADESH,HARDOI,SURSA,BLOCK,31730,10331.15,9814.59,5823.83,59.33849504,Safe
5947,UTTAR PRADESH,HARDOI,TADIYAWAN,BLOCK,31370,10323.92,9291.53,6005.38,64.63284303,Safe
5948,UTTAR PRADESH,HARDOI,TODARPUR,BLOCK,30280,9966.45,8969.8,5753.64,64.14457402,Safe
5949,UTTAR PRADESH,HATHRAS,HASAYAN,BLOCK,32740,17819.02,16037.11,10860.69,67.72223923,Safe
5950,UTTAR PRADESH,HATHRAS,HATHRAS,BLOCK,27277,9092.62,8183.35,7969.31,97.38444525,Critical
5951,UTTAR PRADESH,HATHRAS,MURSAN,BLOCK,23479,6154.41,5538.97,7434.77,134.22658,Over Exploited
5952,UTTAR PRADESH,HATHRAS,SADABAD,BLOCK,29096,9605.6,8645.04,6874.82,79.52328734,Semi Critical
5953,UTTAR PRADESH,HATHRAS,SAHPAU,BLOCK,17631,6432.5,5789.25,6132.42,105.9277108,Over Exploited
5954,UTTAR PRADESH,HATHRAS,SASNI,BLOCK,27058,7786.65,7007.99,9604,137.0435745,Over Exploited
5955,UTTAR PRADESH,HATHRAS,SIKANDRA RAO,BLOCK,26518,15811.03,14229.93,12597.68,88.52945868,Semi Critical
5956,UTTAR PRADESH,JALAUN,DAKOR,BLOCK,94931,22037.91,19834.12,9420.93,47.49860342,Safe
5957,UTTAR PRADESH,JALAUN,JALAUN,BLOCK,43863,11362.88,10226.59,5557.57,54.34431223,Safe
5958,UTTAR PRADESH,JALAUN,KADAURA,BLOCK,69371,12579.54,11321.59,5555.84,49.0729659,Safe
5959,UTTAR PRADESH,JALAUN,KONCH,BLOCK,47519,12251.83,11026.65,6917.52,62.73455673,Safe
5960,UTTAR PRADESH,JALAUN,KUTHOND,BLOCK,31256,9281.47,8353.32,5533.81,66.24683359,Safe
5961,UTTAR PRADESH,JALAUN,MADHOGANJ,BLOCK,31213,8090.18,7685.67,4451.3,57.91687647,Safe
5962,UTTAR PRADESH,JALAUN,MAHEWA,BLOCK,54858,10824.83,9742.35,5956.69,61.14222954,Safe
5963,UTTAR PRADESH,JALAUN,NADIGAON,BLOCK,56025,11281.69,10153.52,5539.09,54.55339626,Safe
5964,UTTAR PRADESH,JALAUN,RAMPURA,BLOCK,27547,6026.38,5423.74,3326.89,61.33940786,Safe
5965,UTTAR PRADESH,JAUNPUR,BADLAPUR,BLOCK,21210,6362.45,5726.2,5106.62,89.17990989,Semi Critical
5966,UTTAR PRADESH,JAUNPUR,BAKSHA,BLOCK,18044,5282.83,4754.55,3291.22,69.2225342,Safe
5967,UTTAR PRADESH,JAUNPUR,BARSATHI,BLOCK,21701,6068.94,5462.05,3504.88,64.16784907,Safe
5968,UTTAR PRADESH,JAUNPUR,DHARMAPUR,BLOCK,10003,3753.95,3378.55,2899.37,85.8169925,Semi Critical
5969,UTTAR PRADESH,JAUNPUR,DOBHI,BLOCK,14526,6709.31,6373.84,3772.88,59.19320221,Safe
5970,UTTAR PRADESH,JAUNPUR,JALALPUR,BLOCK,14970,7905.65,7115.09,4114.66,57.83004853,Safe
5971,UTTAR PRADESH,JAUNPUR,KARANJA KALAN,BLOCK,18460,7285.72,6557.15,4820.73,73.51867808,Semi Critical
5972,UTTAR PRADESH,JAUNPUR,KERAKAT,BLOCK,16076,5013.79,4763.1,4061.34,85.26673805,Semi Critical
5973,UTTAR PRADESH,JAUNPUR,KHUTAHAN,BLOCK,19484,6478.53,5830.68,3954.94,67.82982431,Safe
5974,UTTAR PRADESH,JAUNPUR,MACHHLISHAHR,BLOCK,27073,8128.44,7315.6,4947.79,67.63341353,Safe
5975,UTTAR PRADESH,JAUNPUR,MAHARAJGANJ,BLOCK,18393,5509.34,4958.41,4445.99,89.66563878,Semi Critical
5976,UTTAR PRADESH,JAUNPUR,MARIAHU,BLOCK,21841,8710.58,7839.53,4956.95,63.23019365,Safe
5977,UTTAR PRADESH,JAUNPUR,MUFTIGANJ,BLOCK,13124,5566.11,5287.81,4636.95,87.69131266,Semi Critical
5978,UTTAR PRADESH,JAUNPUR,MUNGRA BADSHAHPUR,BLOCK,22240,7307.16,6576.44,3872.17,58.87942413,Safe
5979,UTTAR PRADESH,JAUNPUR,RAMNAGAR,BLOCK,18678,5016.3,4514.67,3144.69,69.65492494,Safe
5980,UTTAR PRADESH,JAUNPUR,RAMPUR,BLOCK,20059,4792.5,4313.24,2973,68.92730291,Safe
5981,UTTAR PRADESH,JAUNPUR,SHAHGANJ,BLOCK,29149,9954.72,8959.25,5183.47,57.85607054,Safe
5982,UTTAR PRADESH,JAUNPUR,SIKRARA,BLOCK,15558,3909.09,3518.18,2759.97,78.44880023,Semi Critical
5983,UTTAR PRADESH,JAUNPUR,SIRKONI,BLOCK,15315,3698.09,3328.28,2690.04,80.82372877,Semi Critical
5984,UTTAR PRADESH,JAUNPUR,SUITHA KALAN,BLOCK,21089,7115.29,6403.77,4300.8,67.1604383,Safe
5985,UTTAR PRADESH,JAUNPUR,SUJANGANJ,BLOCK,22101,6524.72,6198.48,4187.56,67.55785289,Safe
5986,UTTAR PRADESH,JHANSI,BABINA,BLOCK,46198,6428.47,6107.05,5312.62,86.99159169,Semi Critical
5987,UTTAR PRADESH,JHANSI,BAMAUR,BLOCK,47610,10891.12,9802.01,5763.94,58.80365354,Safe
5988,UTTAR PRADESH,JHANSI,BANGRA,BLOCK,49225,5909.51,5614.04,4675.52,83.28262713,Semi Critical
5989,UTTAR PRADESH,JHANSI,BARAGAON,BLOCK,52146,7002.5,6302.25,5055.24,80.21325717,Semi Critical
5990,UTTAR PRADESH,JHANSI,CHIRGAON,BLOCK,72033,14612.1,13150.89,7508.64,57.09605966,Safe
5991,UTTAR PRADESH,JHANSI,GURSARAI,BLOCK,80148,7346.39,6611.75,3883.34,58.73392067,Safe
5992,UTTAR PRADESH,JHANSI,MAURANIPUR,BLOCK,49873,7210.36,6489.32,5283.07,81.41176579,Semi Critical
5993,UTTAR PRADESH,JHANSI,MOTH,BLOCK,64704,14757.43,13281.69,6589.87,49.61620095,Safe
5994,UTTAR PRADESH,KANNAUJ,CHHIBRAMAU,BLOCK,34546,8386.74,7967.41,6976.92,87.56823108,Semi Critical
5995,UTTAR PRADESH,KANNAUJ,GOGRAPUR,BLOCK,12262,2381.8,2143.62,1912.01,89.19537978,Semi Critical
5996,UTTAR PRADESH,KANNAUJ,HASERAN,BLOCK,22100,6966.51,6269.85,4343.88,69.28204024,Safe
5997,UTTAR PRADESH,KANNAUJ,JALALABAD,BLOCK,12220,2729.36,2456.42,5147.52,209.5537408,Over Exploited
5998,UTTAR PRADESH,KANNAUJ,KANNAUJ,BLOCK,30517,4853.52,4610.85,4548.37,98.64493532,Critical
5999,UTTAR PRADESH,KANNAUJ,SAURIKH,BLOCK,24812,10176.35,9158.71,6003.31,65.54754982,Safe
6000,UTTAR PRADESH,KANNAUJ,TALGRAM,BLOCK,25166,5608.92,5048.02,7981.27,158.1069409,Over Exploited
6001,UTTAR PRADESH,KANNAUJ,UMARDA,BLOCK,52723,18440.1,16596.09,5848.99,35.24318077,Safe
6002,UTTAR PRADESH,KANPUR DEHAT,AKBARPUR,BLOCK,27106,8555.49,7699.94,6428.65,83.48961161,Semi Critical
6003,UTTAR PRADESH,KANPUR DEHAT,AMRAUDHA,BLOCK,36934,7886.44,7097.8,3779.06,53.24269492,Safe
6004,UTTAR PRADESH,KANPUR DEHAT,DERAPUR,BLOCK,27276,8018.3,7216.47,5720.26,79.2667329,Semi Critical
6005,UTTAR PRADESH,KANPUR DEHAT,JHINJHAK,BLOCK,26208,8797.74,7917.96,5523.85,69.76355021,Safe
6006,UTTAR PRADESH,KANPUR DEHAT,MAITHA,BLOCK,37479,8095.99,7286.39,5044.18,69.22742263,Safe
6007,UTTAR PRADESH,KANPUR DEHAT,MALSA,BLOCK,28163,6923.66,6231.29,4924.17,79.0232841,Semi Critical
6008,UTTAR PRADESH,KANPUR DEHAT,RAJPUR,BLOCK,27429,7363.02,6626.72,3966.64,59.85827076,Safe
6009,UTTAR PRADESH,KANPUR DEHAT,RASULABAD,BLOCK,53199,13194.18,11874.77,8216.49,69.19283489,Safe
6010,UTTAR PRADESH,KANPUR DEHAT,SANDALPUR,BLOCK,30005,5481.08,4932.97,3289.67,66.68741144,Safe
6011,UTTAR PRADESH,KANPUR DEHAT,SARWAN KHERA,BLOCK,29938,7027.41,6676.04,5636.85,84.43403575,Semi Critical
6012,UTTAR PRADESH,KANPUR NAGAR,BHITARGAON,BLOCK,31619,8115.77,7304.19,4293.41,58.78009745,Safe
6013,UTTAR PRADESH,KANPUR NAGAR,BIDHNU,BLOCK,29634,9156.34,8240.7,7018.41,85.16764353,Semi Critical
6014,UTTAR PRADESH,KANPUR NAGAR,BILHAUR,BLOCK,30933,7414.25,6672.82,5658.87,84.80477519,Semi Critical
6015,UTTAR PRADESH,KANPUR NAGAR,CHAUBEPUR,BLOCK,21457,10224.12,9712.92,9599.1,98.82815878,Critical
6016,UTTAR PRADESH,KANPUR NAGAR,GHATAMPUR,BLOCK,48398,11047.1,9942.39,8643.35,86.93432867,Semi Critical
6017,UTTAR PRADESH,KANPUR NAGAR,KAKWAN,BLOCK,16178,6338.23,5704.4,3427.56,60.08624921,Safe
6018,UTTAR PRADESH,KANPUR NAGAR,KALYANPUR,BLOCK,21789,8883.18,8439.02,4660.46,55.22513278,Safe
6019,UTTAR PRADESH,KANPUR NAGAR,PARARA,BLOCK,26926,5102.3,4592.07,3311.03,72.10321271,Semi Critical
6020,UTTAR PRADESH,KANPUR NAGAR,SARSOL,BLOCK,30499,7727.17,6954.45,5859.53,84.25583619,Semi Critical
6021,UTTAR PRADESH,KANPUR NAGAR,SHIVRAJAPUR,BLOCK,24163,9189.92,8270.93,6643.16,80.31938367,Semi Critical
6022,UTTAR PRADESH,KANPUR NAGAR,KANPUR CITY,BLOCK,27887,4658.09,4192.28,4168.59,99.4349137,Critical
6023,UTTAR PRADESH,KASGANJ,AMANPUR,BLOCK,39796,12349.4,11731.93,7500.21,63.92989048,Safe
6024,UTTAR PRADESH,KASGANJ,GANJDUNDWARA,BLOCK,20706,8797.77,7917.99,6671.46,84.25698946,Semi Critical
6025,UTTAR PRADESH,KASGANJ,KASGANJ,BLOCK,23178,8765.71,7889.14,6782.22,85.96906634,Semi Critical
6026,UTTAR PRADESH,KASGANJ,PATIYALI,BLOCK,21259,9657.36,8691.62,6503.18,74.82126462,Semi Critical
6027,UTTAR PRADESH,KASGANJ,SAHAWAR,BLOCK,24371,10344.77,9310.29,5867.57,63.02241928,Safe
6028,UTTAR PRADESH,KASGANJ,SIDHPURA,BLOCK,40081,13103.11,11792.8,6988.09,59.25725867,Safe
6029,UTTAR PRADESH,KASGANJ,SORON,BLOCK,29997,10281.68,9253.51,6338.54,68.49876425,Safe
6030,UTTAR PRADESH,KAUSHAMBI,CHAIL,BLOCK,7048,2079.9,1871.91,2748.08,146.8062033,Over Exploited
6031,UTTAR PRADESH,KAUSHAMBI,KARA,BLOCK,25455,7545.32,6790.79,5996.83,88.30828225,Semi Critical
6032,UTTAR PRADESH,KAUSHAMBI,KAUSHAMBI,BLOCK,21883,7356.27,6620.64,3599.73,54.37132966,Safe
6033,UTTAR PRADESH,KAUSHAMBI,MANJHANPUR,BLOCK,20016,5948.56,5353.7,4806.25,89.77436166,Semi Critical
6034,UTTAR PRADESH,KAUSHAMBI,MURATGANJ,BLOCK,20891,5163.56,4647.2,5117.48,110.1196419,Over Exploited
6035,UTTAR PRADESH,KAUSHAMBI,NEWADA,BLOCK,21893,6817.78,6136.01,5021.17,81.83118998,Semi Critical
6036,UTTAR PRADESH,KAUSHAMBI,SARSAWAN,BLOCK,26582,8061.33,7255.19,4150.5,57.20732331,Safe
6037,UTTAR PRADESH,KAUSHAMBI,SIRATHU,BLOCK,34233,8434.93,7591.44,5639.42,74.28656487,Semi Critical
6038,UTTAR PRADESH,KUSHI NAGAR,DUDHAHI,BLOCK,22680,12188.17,11578.76,3968.85,34.27698648,Safe
6039,UTTAR PRADESH,KUSHI NAGAR,FAZIL NAGAR,BLOCK,17880,9043.32,8138.99,5332.91,65.52299487,Safe
6040,UTTAR PRADESH,KUSHI NAGAR,HATA,BLOCK,16814,10862.41,9776.17,4342.93,44.4236342,Safe
6041,UTTAR PRADESH,KUSHI NAGAR,KAPTANGANJ,BLOCK,18550,11780.92,10602.83,6173.27,58.22285182,Safe
6042,UTTAR PRADESH,KUSHI NAGAR,KASYA,BLOCK,12030,10245.99,9221.39,4814.95,52.21501314,Safe
6043,UTTAR PRADESH,KUSHI NAGAR,KHADDA,BLOCK,32380,14738.43,13264.59,5541.78,41.77875079,Safe
6044,UTTAR PRADESH,KUSHI NAGAR,MOTICHAK,BLOCK,16330,10324.4,9291.96,6036.02,64.95959948,Safe
6045,UTTAR PRADESH,KUSHI NAGAR,NEDUA NAURANGIYA,BLOCK,21130,14436.5,12992.85,6878.2,52.93834686,Safe
6046,UTTAR PRADESH,KUSHI NAGAR,PADRAUNA,BLOCK,29534,15503.89,13953.5,7255.6,51.99842333,Safe
6047,UTTAR PRADESH,KUSHI NAGAR,RAMKOLA,BLOCK,18870,13319.05,11987.15,6789.96,56.64365591,Safe
6048,UTTAR PRADESH,KUSHI NAGAR,SIWARHI,BLOCK,23960,11587.65,10428.89,5445.96,52.21993903,Safe
6049,UTTAR PRADESH,KUSHI NAGAR,SUKRAULI,BLOCK,15540,11192.01,10072.8,5451.05,54.11653165,Safe
6050,UTTAR PRADESH,KUSHI NAGAR,TAMKUHI RAJ,BLOCK,19910,12975.24,11677.71,5725.81,49.03195918,Safe
6051,UTTAR PRADESH,KUSHI NAGAR,VISHUNPURWA,BLOCK,21770,15587.01,14028.3,7833.03,55.83734309,Safe
6052,UTTAR PRADESH,LAKHIMPUR KHERI,BANKEYGANJ,BLOCK,35010,20203.37,18183.04,11629.93,63.96031687,Safe
6053,UTTAR PRADESH,LAKHIMPUR KHERI,BEHJAM,BLOCK,32619,17380.43,16511.41,10473.33,63.43086387,Safe
6054,UTTAR PRADESH,LAKHIMPUR KHERI,BIJUA,BLOCK,60224,23470.46,22296.94,14819.83,66.46575718,Safe
6055,UTTAR PRADESH,LAKHIMPUR KHERI,DHAURAHARA,BLOCK,32781,9432.88,8961.23,5764.22,64.32398231,Safe
6056,UTTAR PRADESH,LAKHIMPUR KHERI,ISANAGAR,BLOCK,38437,11389.31,10250.38,6583.52,64.22708231,Safe
6057,UTTAR PRADESH,LAKHIMPUR KHERI,KUMBHIGOLA,BLOCK,38746,14041.17,13339.11,8197.58,61.45522452,Safe
6058,UTTAR PRADESH,LAKHIMPUR KHERI,LAKHIMPUR,BLOCK,33317,13693.81,12324.43,7423.84,60.23678174,Safe
6059,UTTAR PRADESH,LAKHIMPUR KHERI,MITAULI,BLOCK,45961,19004.38,18054.16,11048.52,61.1965331,Safe
6060,UTTAR PRADESH,LAKHIMPUR KHERI,MOHAMMADI,BLOCK,40585,11781.7,10603.53,6402.54,60.38121267,Safe
6061,UTTAR PRADESH,LAKHIMPUR KHERI,NAKAHA,BLOCK,35618,9127.11,8670.75,5418.85,62.4957472,Safe
6062,UTTAR PRADESH,LAKHIMPUR KHERI,NIGHASAN,BLOCK,68672,20167.94,18151.14,10478.91,57.73141522,Safe
6063,UTTAR PRADESH,LAKHIMPUR KHERI,PALIA,BLOCK,54023,16801.29,15121.16,9462.94,62.58078084,Safe
6064,UTTAR PRADESH,LAKHIMPUR KHERI,PASGAWAN,BLOCK,44783,10226.97,9715.62,5935.85,61.09594653,Safe
6065,UTTAR PRADESH,LAKHIMPUR KHERI,PHULBEHAR,BLOCK,42962,14092.6,12683.34,7446.91,58.71410843,Safe
6066,UTTAR PRADESH,LAKHIMPUR KHERI,RAMIABEHAR,BLOCK,51767,17166.44,15449.79,9328.74,60.38101489,Safe
6067,UTTAR PRADESH,LALITPUR,BAR,BLOCK,45631,5038.2,4534.38,3681.14,81.18287395,Semi Critical
6068,UTTAR PRADESH,LALITPUR,BIRDHA,BLOCK,69004,7208.94,6488.04,5579.13,85.99099266,Semi Critical
6069,UTTAR PRADESH,LALITPUR,JAKHORA,BLOCK,74677,7517.46,6765.72,5825.31,86.10037069,Semi Critical
6070,UTTAR PRADESH,LALITPUR,MANDWARA,BLOCK,55063,5531.07,5254.51,4438.1,84.46268063,Semi Critical
6071,UTTAR PRADESH,LALITPUR,MAHRONI,BLOCK,68848,6965.76,6269.19,5338.17,85.14927766,Semi Critical
6072,UTTAR PRADESH,LALITPUR,TALBEHAT,BLOCK,68719,7397.33,7027.46,5717.62,81.36111767,Semi Critical
6073,UTTAR PRADESH,LUCKNOW,BAKSHI KA TALAB,BLOCK,35346,11307.27,10741.9,6513.19,60.63350059,Safe
6074,UTTAR PRADESH,LUCKNOW,CHINHAT,BLOCK,13374,3260.21,2934.19,1990.82,67.84904863,Safe
6075,UTTAR PRADESH,LUCKNOW,GOSAIGANJ,BLOCK,27721,10749.26,10211.8,6390.51,62.57966274,Safe
6076,UTTAR PRADESH,LUCKNOW,KAKORI,BLOCK,21246,7987.07,7188.36,3033.28,42.19710755,Safe
6077,UTTAR PRADESH,LUCKNOW,MAL,BLOCK,24570,8246.61,7421.95,4170.86,56.19628265,Safe
6078,UTTAR PRADESH,LUCKNOW,MALIHABAD,BLOCK,22899,7356.44,6620.79,4654.74,70.30490319,Semi Critical
6079,UTTAR PRADESH,LUCKNOW,MOHANLALGANJ,BLOCK,38257,15942.44,15145.32,9982.13,65.90900687,Safe
6080,UTTAR PRADESH,LUCKNOW,SAROJNI NAGAR,BLOCK,30863,9772.13,8794.91,6081.45,69.14738184,Safe
6081,UTTAR PRADESH,LUCKNOW,LUCKNOW CITY,BLOCK,31010,8417.58,7575.82,8127.93,107.2877919,Over Exploited
6082,UTTAR PRADESH,MAHOBA,CHARKHARI,BLOCK,71451,5423.07,5151.91,4197.31,81.47094961,Semi Critical
6083,UTTAR PRADESH,MAHOBA,JAITPUR,BLOCK,51999,5553.26,4997.93,5432.29,108.690798,Over Exploited
6084,UTTAR PRADESH,MAHOBA,KABRAI,BLOCK,70323,13183.35,11865.02,9586.58,80.79699824,Semi Critical
6085,UTTAR PRADESH,MAHOBA,PANWARI,BLOCK,35568,6476.08,5828.47,6362.73,109.166385,Over Exploited
6086,UTTAR PRADESH,MAHRAJGANJ,BRIJMANGANJ,BLOCK,18490,6975.45,6277.9,4332.55,69.01272719,Safe
6087,UTTAR PRADESH,MAHRAJGANJ,DHANI,BLOCK,6300,2662.76,2396.49,1415.79,59.07765106,Safe
6088,UTTAR PRADESH,MAHRAJGANJ,GHUGHULI,BLOCK,18390,8391.93,7972.33,4789.37,60.07490909,Safe
6089,UTTAR PRADESH,MAHRAJGANJ,LAKSHMIPUR,BLOCK,22040,9296.29,8366.66,5655.34,67.59375904,Safe
6090,UTTAR PRADESH,MAHRAJGANJ,MAHARAJGANJ,BLOCK,22040,12921.93,12275.84,7300.1,59.46721365,Safe
6091,UTTAR PRADESH,MAHRAJGANJ,MITHAURA,BLOCK,23040,9889.02,8900.12,5821.39,65.4079945,Safe
6092,UTTAR PRADESH,MAHRAJGANJ,NAUTANWA,BLOCK,26800,10837.56,9753.8,5860.51,60.08437737,Safe
6093,UTTAR PRADESH,MAHRAJGANJ,NICHLAUL,BLOCK,32130,15843.42,14259.08,9758.44,68.43667333,Safe
6094,UTTAR PRADESH,MAHRAJGANJ,PANIARA,BLOCK,21470,10054.97,9049.48,5811.09,64.21462891,Safe
6095,UTTAR PRADESH,MAHRAJGANJ,PARTAWAL,BLOCK,20290,10797.25,10257.39,6036.32,58.8484985,Safe
6096,UTTAR PRADESH,MAHRAJGANJ,PHARENDA,BLOCK,16530,6355.08,5719.57,3886.97,67.95912979,Safe
6097,UTTAR PRADESH,MAHRAJGANJ,SISWA BAZAR,BLOCK,20240,8802.72,8362.58,5688.45,68.02266765,Safe
6098,UTTAR PRADESH,MAINPURI,BARNAHAL,BLOCK,21035,4931.45,4438.31,6073.97,136.8532167,Over Exploited
6099,UTTAR PRADESH,MAINPURI,BEWAR,BLOCK,29428,9375.38,8437.84,5831.45,69.11069658,Safe
6100,UTTAR PRADESH,MAINPURI,GHIROR,BLOCK,34491,13797.32,12417.59,6649.25,53.54702483,Safe
